participant_id,age,industry,role,company_size,years_experience,work_location,primary_device,hours_worked_per_day,current_auth_method,daily_auth_count_current,avg_auth_time_seconds_current,zta_policy_tested,zta_auth_count_per_day,zta_interruptions_per_session,avg_auth_time_seconds,baseline_task_completion_seconds,actual_task_completion_seconds,productivity_impact_percent,time_spent_authenticating_daily_minutes,estimated_productivity_loss_minutes,frustration_score,perceived_security_score,willingness_to_use_score,workflow_disruption_score,overall_satisfaction_score,would_circumvent_security,authentication_failures,reported_errors_during_task,preferred_auth_frequency_hours,preferred_auth_methods,acceptable_for_production,felt_secure,would_recommend
P293,37,Manufacturing,Analyst,Large,4,Home,Desktop,10.0,Hardware Token,7,21,Aggressive ZTA,33,29,14,300,688,100.0,7.7,598.66,7.82,8.38,1.44,7.05,1.24,No,1,0,2.0,"Mobile App, Hardware Token, Password",No,Yes,No
P294,43,Manufacturing,Specialist,Small,14,Office,Mobile,8.1,Hardware Token,2,14,Biometric ZTA,30,2,3,300,288,-4.0,1.5,-19.42,2.0,8.32,7.96,1.86,5.61,No,0,0,2.0,Mobile App,No,Yes,Yes
P294,43,Manufacturing,Specialist,Small,14,Office,Mobile,8.1,Hardware Token,2,14,Traditional,2,2,14,300,331,10.33,0.47,50.16,2.67,4.22,8.34,3.37,4.13,No,0,0,1.0,"Mobile App, Password, Email Link",No,No,Yes
P295,37,Government,Analyst,Large,3,Office,Laptop,8.8,Password-only,3,25,Aggressive ZTA,52,39,9,300,635,100.0,7.8,525.58,9.83,9.24,1.9,8.42,1.0,Yes,2,4,0.5,Hardware Token,No,Yes,No
P296,34,Manufacturing,Support,Enterprise,13,Hybrid,Mobile,8.3,LDAP,8,22,Biometric ZTA,22,5,5,300,338,12.67,1.83,63.43,4.79,8.01,7.07,2.8,4.37,No,1,0,0.25,"Biometric, Hardware Token, SSO",No,Yes,Yes
P297,53,Healthcare,Manager,Medium,25,Remote,Mobile,7.6,Biometric,8,17,Aggressive ZTA,48,31,17,300,807,100.0,13.6,457.25,9.64,9.58,2.37,9.12,1.0,Yes,0,2,1.0,"Mobile App, Password, Biometric",No,Yes,No
P298,32,Retail,Developer,Large,5,Hybrid,Desktop,7.8,Password-only,7,9,Aggressive ZTA,56,31,16,300,783,100.0,14.93,468.68,7.0,8.69,2.82,8.11,1.6,No,1,4,8.0,SSO,No,Yes,No
P299,61,Government,Executive,Enterprise,1,Hybrid,Desktop,7.8,LDAP,4,12,Traditional,4,3,12,300,340,13.33,0.8,62.14,3.89,4.51,8.25,3.21,3.92,No,0,0,0.5,"Mobile App, Hardware Token",No,No,Yes
P300,59,Manufacturing,Manager,Medium,28,Office,Tablet,7.5,SSO,3,20,Aggressive ZTA,36,43,15,300,936,100.0,9.0,452.67,8.94,8.04,1.49,7.53,1.0,Yes,0,4,0.25,Biometric,No,Yes,No
P301,49,Retail,Specialist,Enterprise,13,Home,Laptop,8.8,Password-only,7,21,Biometric ZTA,23,8,2,300,298,-0.67,0.77,-3.52,2.4,8.54,7.8,3.82,5.03,No,0,0,24.0,Password,No,Yes,Yes
P301,49,Retail,Specialist,Enterprise,13,Home,Laptop,8.8,Password-only,7,21,Traditional,7,3,21,300,364,21.33,2.45,112.77,3.71,4.17,7.28,3.52,3.56,No,0,0,1.0,"SSO, Hardware Token",No,No,Yes
P302,37,Banking,Support,Large,4,Office,Mobile,7.3,Password-only,8,6,Aggressive ZTA,59,32,8,300,550,83.33,7.87,365.38,8.28,8.29,2.97,7.68,1.33,Yes,2,3,8.0,SSO,No,Yes,No
P302,37,Banking,Support,Large,4,Office,Mobile,7.3,Password-only,8,6,Traditional,8,1,6,300,293,-2.33,0.8,-10.23,2.45,5.91,7.56,2.15,4.72,No,0,0,1.0,Biometric,No,No,Yes
P303,60,Tech,Manager,Medium,22,Remote,Desktop,9.7,Biometric,3,26,Adaptive ZTA,9,9,12,300,411,37.0,1.8,214.88,5.8,8.62,8.13,3.23,4.43,No,0,0,24.0,"Hardware Token, Mobile App, Email Link",No,Yes,Yes
P303,60,Tech,Manager,Medium,22,Remote,Desktop,9.7,Biometric,3,26,Aggressive ZTA,42,39,19,300,1051,100.0,13.3,580.76,9.44,8.23,2.28,9.18,1.0,No,0,2,0.5,"Mobile App, Email Link",No,Yes,No
P304,53,Manufacturing,Specialist,Large,27,Hybrid,Desktop,9.4,Biometric,8,25,Biometric ZTA,33,6,5,300,344,14.67,2.75,82.78,3.6,8.06,9.46,2.15,5.44,No,0,0,8.0,Hardware Token,No,Yes,Yes
P305,45,Banking,Analyst,Enterprise,1,Home,Laptop,7.2,SSO,6,20,Adaptive ZTA,12,12,7,300,399,33.0,1.4,142.14,5.92,8.83,6.73,5.48,3.54,No,0,0,0.25,"Email Link, Hardware Token, SSO",No,Yes,No
P305,45,Banking,Analyst,Enterprise,1,Home,Laptop,7.2,SSO,6,20,Traditional,6,3,20,300,341,13.67,2.0,58.87,3.39,4.85,7.11,2.21,4.09,No,0,0,24.0,"Hardware Token, Biometric, Email Link",No,No,Yes
P306,45,Tech,Admin,Medium,1,Home,Desktop,8.4,Biometric,8,18,Adaptive ZTA,15,11,10,300,418,39.33,2.5,198.46,5.34,8.39,6.86,3.47,4.11,No,0,0,4.0,Biometric,No,Yes,No
P307,47,Manufacturing,Specialist,Large,9,Home,Tablet,9.8,Biometric,6,14,Traditional,6,2,14,300,316,5.33,1.4,31.34,3.49,4.8,7.11,2.78,3.91,No,0,0,2.0,"Email Link, SSO",No,No,Yes
P307,47,Manufacturing,Specialist,Large,9,Home,Tablet,9.8,Biometric,6,14,Adaptive ZTA,14,7,5,300,338,12.67,1.17,74.44,4.94,7.39,6.33,3.23,3.89,No,0,1,0.5,"Hardware Token, Password",No,Yes,No
P308,28,Healthcare,Analyst,Large,7,Home,Laptop,7.7,SSO,3,22,Traditional,3,3,22,300,376,25.33,1.1,117.36,2.09,4.63,8.89,2.02,4.85,No,0,0,2.0,"Hardware Token, Mobile App, SSO",No,No,Yes
P309,44,Tech,Admin,Medium,17,Home,Laptop,8.8,Password-only,6,30,Biometric ZTA,21,4,3,300,301,0.33,1.05,1.75,4.05,7.16,8.88,3.86,4.53,No,0,0,24.0,"Email Link, Hardware Token, Password",No,Yes,Yes
P309,44,Tech,Admin,Medium,17,Home,Laptop,8.8,Password-only,6,30,Adaptive ZTA,13,12,7,300,385,28.33,1.52,148.95,3.87,8.25,8.82,3.12,5.02,No,0,1,0.5,"Password, Biometric, Hardware Token",No,Yes,Yes
P310,58,Insurance,Admin,Enterprise,10,Office,Tablet,7.3,LDAP,8,14,Aggressive ZTA,35,27,12,300,640,100.0,7.0,436.94,8.09,8.18,1.54,9.32,1.0,No,1,3,24.0,"Email Link, Hardware Token",No,Yes,No
P310,58,Insurance,Admin,Enterprise,10,Office,Tablet,7.3,LDAP,8,14,Biometric ZTA,23,6,5,300,312,4.0,1.92,17.48,3.09,7.57,8.23,2.86,4.96,No,1,0,1.0,"Password, Mobile App, Email Link",No,Yes,Yes
P311,27,Manufacturing,Specialist,Medium,6,Office,Desktop,9.1,Password-only,6,25,Aggressive ZTA,57,28,12,300,640,100.0,11.4,545.95,7.47,8.8,1.22,8.16,1.09,Yes,1,0,2.0,"Email Link, Password",No,Yes,No
P312,51,Healthcare,Admin,Medium,4,Home,Tablet,8.0,Password+SMS,8,18,Adaptive ZTA,15,8,12,300,383,27.67,3.0,132.57,3.84,7.08,6.47,4.41,3.82,No,0,0,4.0,Password,No,Yes,No
P312,51,Healthcare,Admin,Medium,4,Home,Tablet,8.0,Password+SMS,8,18,Biometric ZTA,32,2,4,300,315,5.0,2.13,23.96,4.94,7.43,7.63,1.07,4.76,No,1,0,1.0,"Hardware Token, Biometric, Email Link",No,Yes,Yes
P313,26,Government,Engineer,Small,4,Home,Mobile,7.6,LDAP,5,21,Traditional,5,2,21,300,343,14.33,1.75,64.95,3.93,4.59,7.4,3.88,3.55,No,0,0,4.0,"Hardware Token, SSO, Mobile App",No,No,Yes
P314,58,Manufacturing,Developer,Large,13,Home,Mobile,9.0,Password-only,7,26,Traditional,7,2,26,300,341,13.67,3.03,73.74,3.0,4.63,8.58,3.35,4.22,No,0,0,2.0,Email Link,No,No,Yes
P314,58,Manufacturing,Developer,Large,13,Home,Mobile,9.0,Password-only,7,26,Biometric ZTA,34,7,2,300,296,-1.33,1.13,-7.19,2.66,8.96,8.26,2.64,5.48,No,1,0,0.5,"Hardware Token, Email Link",No,Yes,Yes
P315,65,Banking,Executive,Enterprise,2,Office,Tablet,8.9,SSO,4,21,Biometric ZTA,31,4,5,300,333,11.0,2.58,59.05,4.92,7.67,9.78,2.38,5.04,No,0,0,4.0,"Hardware Token, Password, SSO",No,Yes,Yes
P315,65,Banking,Executive,Enterprise,2,Office,Tablet,8.9,SSO,4,21,Aggressive ZTA,42,34,18,300,919,100.0,12.6,536.8,8.9,9.4,3.81,9.72,1.15,No,0,0,0.25,"Biometric, Password, SSO",No,Yes,No
P316,28,Insurance,Admin,Large,5,Hybrid,Tablet,7.6,Biometric,8,6,Biometric ZTA,26,8,5,300,327,9.0,2.17,41.23,3.05,8.59,8.39,3.72,5.05,No,0,1,1.0,Password,No,Yes,Yes
P316,28,Insurance,Admin,Large,5,Hybrid,Tablet,7.6,Biometric,8,6,Traditional,8,2,6,300,309,3.0,0.8,13.74,3.76,4.53,8.68,3.59,3.96,No,0,0,0.25,"Biometric, Email Link",No,No,Yes
P317,23,Tech,Executive,Enterprise,2,Remote,Desktop,8.7,SSO,3,23,Aggressive ZTA,50,37,8,300,612,100.0,6.67,520.03,8.29,9.88,2.17,9.18,1.14,Yes,2,2,0.5,"Hardware Token, Biometric",No,Yes,No
P317,23,Tech,Executive,Enterprise,2,Remote,Desktop,8.7,SSO,3,23,Adaptive ZTA,10,6,11,300,386,28.67,1.83,149.08,5.75,8.67,6.48,3.97,3.86,No,0,0,0.25,"Biometric, Password",No,Yes,No
P318,31,Banking,Admin,Large,1,Remote,Mobile,7.6,Hardware Token,7,9,Adaptive ZTA,11,8,11,300,384,28.0,2.02,127.0,4.98,7.55,8.8,4.88,4.12,No,0,0,2.0,"Biometric, Email Link, Hardware Token",No,Yes,Yes
P319,40,Government,Manager,Small,16,Remote,Laptop,8.5,LDAP,4,11,Biometric ZTA,22,5,2,300,303,1.0,0.73,5.08,4.06,7.75,7.94,3.72,4.48,No,0,0,1.0,Hardware Token,No,Yes,Yes
P320,64,Banking,Admin,Enterprise,23,Office,Desktop,8.6,Password+SMS,6,24,Traditional,6,3,24,300,353,17.67,2.4,90.79,3.07,5.04,8.52,2.43,4.51,No,0,0,0.5,Mobile App,No,No,Yes
P320,64,Banking,Admin,Enterprise,23,Office,Desktop,8.6,Password+SMS,6,24,Biometric ZTA,24,3,2,300,294,-2.0,0.8,-10.28,2.8,7.96,9.86,2.05,5.74,No,1,0,8.0,"SSO, Password",No,Yes,Yes
P321,47,Retail,Support,Medium,22,Remote,Laptop,8.8,LDAP,7,13,Aggressive ZTA,60,48,15,300,1027,100.0,15.0,525.06,9.65,8.85,3.24,9.45,1.0,Yes,3,6,0.5,"Mobile App, Email Link, Biometric",No,Yes,No
P321,47,Retail,Support,Medium,22,Remote,Laptop,8.8,LDAP,7,13,Traditional,7,2,13,300,316,5.33,1.52,28.0,3.78,5.92,7.51,2.82,4.21,No,0,0,0.25,Hardware Token,No,No,Yes
P322,42,Manufacturing,Manager,Medium,3,Hybrid,Desktop,9.3,Password+Email,7,16,Traditional,7,2,16,300,312,4.0,1.87,22.41,3.43,4.43,8.13,2.64,4.12,No,0,0,2.0,"Password, Hardware Token",No,No,Yes
P323,55,Retail,Admin,Large,5,Remote,Mobile,9.4,Biometric,7,18,Aggressive ZTA,31,50,15,300,1061,100.0,7.75,566.41,7.14,8.55,1.36,8.36,1.1,Yes,0,6,4.0,Mobile App,No,Yes,No
P324,23,Banking,Specialist,Medium,2,Office,Mobile,8.9,Password-only,6,21,Biometric ZTA,23,8,5,300,339,13.0,1.92,69.69,2.82,8.51,8.2,2.67,5.3,No,1,1,4.0,SSO,No,Yes,Yes
P325,41,Insurance,Specialist,Enterprise,4,Office,Laptop,7.7,LDAP,4,24,Aggressive ZTA,33,35,19,300,972,100.0,10.45,460.32,7.68,8.18,3.17,9.44,1.06,Yes,0,4,8.0,Mobile App,No,Yes,No
P326,24,Healthcare,Developer,Enterprise,1,Remote,Mobile,9.1,SSO,4,27,Biometric ZTA,23,3,4,300,301,0.33,1.53,1.82,4.26,8.78,9.9,2.24,5.54,No,0,0,4.0,"Hardware Token, Password, SSO",No,Yes,Yes
P327,64,Insurance,Support,Medium,31,Hybrid,Laptop,8.1,Password+Email,2,13,Aggressive ZTA,52,27,9,300,554,84.67,7.8,409.4,7.18,8.03,1.65,9.46,1.0,No,1,0,0.5,"Password, Email Link, Mobile App",No,Yes,No
P328,41,Insurance,Manager,Enterprise,4,Remote,Tablet,9.6,Password+Email,3,16,Biometric ZTA,26,2,4,300,315,5.0,1.73,28.81,2.49,7.61,9.61,2.95,5.45,No,1,0,0.25,"Biometric, Hardware Token, Email Link",No,Yes,Yes
P329,51,Tech,Support,Small,22,Hybrid,Laptop,9.8,Biometric,5,16,Adaptive ZTA,14,8,7,300,361,20.33,1.63,119.33,4.51,8.02,6.16,3.82,3.96,No,0,0,8.0,"Email Link, SSO",No,Yes,No
P330,34,Government,Analyst,Medium,10,Remote,Tablet,7.3,SSO,6,24,Aggressive ZTA,60,28,11,300,595,98.33,11.0,432.33,7.16,8.07,1.8,7.2,1.38,No,3,1,2.0,"Biometric, Hardware Token",No,Yes,No
P331,39,Insurance,Analyst,Medium,7,Hybrid,Laptop,7.3,SSO,7,14,Adaptive ZTA,11,7,10,300,354,18.0,1.83,78.65,3.5,7.66,7.37,5.89,3.91,No,0,1,1.0,Hardware Token,No,Yes,Yes
P331,39,Insurance,Analyst,Medium,7,Hybrid,Laptop,7.3,SSO,7,14,Biometric ZTA,28,2,3,300,286,-4.67,1.4,-20.39,3.78,8.94,8.75,2.46,5.36,No,1,0,0.25,Biometric,No,Yes,Yes
P332,58,Government,Analyst,Large,11,Office,Laptop,7.9,LDAP,3,29,Biometric ZTA,31,6,4,300,335,11.67,2.07,55.4,2.76,7.92,9.48,1.9,5.68,No,1,0,0.25,"Email Link, Password",No,Yes,Yes
P332,58,Government,Analyst,Large,11,Office,Laptop,7.9,LDAP,3,29,Aggressive ZTA,53,45,8,300,649,100.0,7.07,474.83,9.94,9.71,2.98,7.42,1.33,Yes,2,1,8.0,"SSO, Mobile App, Hardware Token",No,Yes,No
P333,27,Retail,Engineer,Large,3,Remote,Desktop,7.8,Hardware Token,7,22,Adaptive ZTA,14,9,9,300,373,24.33,2.1,113.82,3.12,8.04,7.03,4.84,4.28,No,0,1,4.0,"Mobile App, Biometric",No,Yes,Yes
P333,27,Retail,Engineer,Large,3,Remote,Desktop,7.8,Hardware Token,7,22,Aggressive ZTA,30,40,18,300,1009,100.0,9.0,467.76,8.4,8.3,3.9,8.87,1.23,Yes,1,2,1.0,Mobile App,No,Yes,No
P334,22,Insurance,Developer,Medium,1,Office,Tablet,8.1,Password-only,5,14,Traditional,5,2,14,300,316,5.33,1.17,25.78,2.7,4.57,8.72,3.33,4.31,No,0,0,8.0,"Hardware Token, Email Link",No,No,Yes
P335,49,Healthcare,Support,Medium,16,Remote,Tablet,8.2,SSO,3,30,Adaptive ZTA,12,9,7,300,379,26.33,1.4,129.52,4.31,8.75,8.41,3.42,4.86,No,0,0,0.5,"Password, Hardware Token",No,Yes,Yes
P336,41,Government,Admin,Medium,15,Remote,Laptop,7.4,Biometric,3,17,Adaptive ZTA,13,12,10,300,427,42.33,2.17,188.36,4.4,8.92,7.38,5.74,4.04,No,0,0,0.25,Password,No,Yes,Yes
P336,41,Government,Admin,Medium,15,Remote,Laptop,7.4,Biometric,3,17,Biometric ZTA,29,8,3,300,341,13.67,1.45,60.81,3.54,7.25,8.63,2.7,4.91,No,0,1,24.0,"Hardware Token, SSO",No,Yes,Yes
P337,64,Banking,Specialist,Enterprise,34,Office,Laptop,7.8,Password+SMS,8,6,Adaptive ZTA,9,9,12,300,409,36.33,1.8,170.27,5.59,7.24,7.75,4.53,3.72,No,0,0,4.0,Password,No,Yes,Yes
P338,53,Tech,Analyst,Enterprise,10,Office,Tablet,8.9,SSO,7,14,Traditional,7,1,14,300,294,-2.0,1.63,-10.65,2.31,5.76,8.04,2.49,4.75,No,0,0,0.25,"SSO, Email Link, Biometric",No,No,Yes
P339,29,Government,Engineer,Large,3,Hybrid,Tablet,9.6,LDAP,3,22,Biometric ZTA,24,7,2,300,305,1.67,0.8,9.58,2.43,8.49,7.72,2.53,5.31,No,1,0,2.0,"Mobile App, Biometric",No,Yes,Yes
P340,59,Insurance,Executive,Large,26,Office,Tablet,8.3,Password+SMS,7,30,Aggressive ZTA,39,39,9,300,667,100.0,5.85,495.04,8.17,9.16,1.1,8.95,1.0,Yes,0,3,1.0,SSO,No,Yes,No
P340,59,Insurance,Executive,Large,26,Office,Tablet,8.3,Password+SMS,7,30,Traditional,7,3,30,300,399,33.0,3.5,163.36,2.55,5.96,7.72,3.71,4.35,No,0,0,8.0,"SSO, Password, Biometric",No,No,Yes
P341,33,Tech,Executive,Large,10,Home,Mobile,9.4,SSO,5,27,Biometric ZTA,40,5,5,300,335,11.67,3.33,65.48,3.82,7.36,9.13,2.52,5.04,No,0,0,8.0,"Password, Email Link",No,Yes,Yes
P341,33,Tech,Executive,Large,10,Home,Mobile,9.4,SSO,5,27,Traditional,5,2,27,300,371,23.67,2.25,132.84,3.23,4.81,7.09,3.7,3.74,No,0,0,0.25,"Biometric, SSO, Password",No,No,Yes
P342,42,Retail,Analyst,Small,6,Remote,Laptop,7.2,Hardware Token,5,29,Traditional,5,3,29,300,371,23.67,2.42,102.04,2.88,4.75,8.26,2.06,4.52,No,0,0,0.25,"SSO, Email Link, Hardware Token",No,No,Yes
P342,42,Retail,Analyst,Small,6,Remote,Laptop,7.2,Hardware Token,5,29,Biometric ZTA,40,6,3,300,310,3.33,2.0,14.37,2.76,7.88,7.86,1.6,5.34,No,1,0,24.0,"Hardware Token, Biometric, Password",No,Yes,Yes
P343,62,Healthcare,Analyst,Small,9,Remote,Laptop,8.0,Password-only,4,29,Aggressive ZTA,48,40,16,300,942,100.0,12.8,481.33,8.07,9.8,3.56,9.4,1.47,Yes,1,5,24.0,Password,No,Yes,No
P343,62,Healthcare,Analyst,Small,9,Remote,Laptop,8.0,Password-only,4,29,Traditional,4,1,29,300,317,5.67,1.93,27.28,3.56,4.6,7.24,2.46,3.95,No,0,0,0.5,"Mobile App, SSO",No,No,Yes
P344,44,Healthcare,Manager,Enterprise,3,Hybrid,Tablet,8.9,Biometric,6,12,Biometric ZTA,28,7,2,300,296,-1.33,0.93,-7.08,3.01,7.52,8.0,3.29,4.8,No,0,0,4.0,"Mobile App, Biometric, Hardware Token",No,Yes,Yes
P345,53,Healthcare,Developer,Medium,5,Office,Tablet,9.8,Password+SMS,6,28,Traditional,6,1,28,300,339,13.0,2.8,76.75,3.02,5.3,7.86,2.61,4.39,No,0,0,0.25,Hardware Token,No,No,Yes
P345,53,Healthcare,Developer,Medium,5,Office,Tablet,9.8,Password+SMS,6,28,Biometric ZTA,37,6,5,300,311,3.67,3.08,21.65,3.66,7.1,9.3,3.09,4.91,No,1,0,4.0,Biometric,No,Yes,Yes
P346,50,Healthcare,Executive,Medium,11,Home,Laptop,8.8,Password+SMS,2,12,Biometric ZTA,37,6,2,300,292,-2.67,1.23,-14.03,4.62,7.5,7.17,1.17,4.72,No,0,0,1.0,Mobile App,No,Yes,Yes
P347,44,Retail,Support,Small,13,Office,Laptop,7.8,Password+SMS,7,8,Biometric ZTA,31,8,3,300,332,10.67,1.55,49.6,4.14,8.88,9.34,1.88,5.55,No,1,0,1.0,"Password, Email Link, Biometric",No,Yes,Yes
P348,25,Education,Engineer,Large,4,Home,Desktop,7.9,SSO,2,11,Traditional,2,2,11,300,311,3.67,0.37,17.41,2.07,4.47,7.88,3.53,4.19,No,0,0,2.0,Mobile App,No,No,Yes
P349,39,Manufacturing,Support,Enterprise,3,Remote,Tablet,7.1,Password-only,4,24,Biometric ZTA,21,3,3,300,313,4.33,1.05,18.35,2.55,7.86,7.16,1.92,5.14,No,0,0,4.0,"Mobile App, Password",No,Yes,Yes
P349,39,Manufacturing,Support,Enterprise,3,Remote,Tablet,7.1,Password-only,4,24,Aggressive ZTA,36,49,8,300,693,100.0,4.8,423.39,9.18,9.24,3.6,9.35,1.08,Yes,0,0,4.0,"Email Link, Mobile App",No,Yes,No
P350,56,Insurance,Engineer,Large,34,Remote,Desktop,7.4,SSO,3,17,Adaptive ZTA,12,6,8,300,362,20.67,1.6,91.71,3.89,8.14,6.12,3.82,4.14,No,0,0,24.0,"Password, Biometric, Email Link",No,Yes,No
P351,41,Education,Support,Enterprise,15,Office,Tablet,7.1,Password+SMS,2,19,Biometric ZTA,37,3,5,300,298,-0.67,3.08,-2.84,3.74,7.16,9.69,2.65,5.11,No,1,0,0.5,"Mobile App, Email Link",No,Yes,Yes
P351,41,Education,Support,Enterprise,15,Office,Tablet,7.1,Password+SMS,2,19,Adaptive ZTA,15,7,8,300,376,25.33,2.0,108.09,3.52,8.74,7.97,3.7,4.87,No,0,0,8.0,"SSO, Password, Mobile App",No,Yes,Yes
P352,24,Retail,Developer,Enterprise,2,Hybrid,Laptop,8.8,SSO,2,26,Traditional,2,3,26,300,386,28.67,0.87,151.39,2.23,4.15,7.41,3.14,4.05,No,0,0,8.0,"Mobile App, Hardware Token",No,No,Yes
P352,24,Retail,Developer,Enterprise,2,Hybrid,Laptop,8.8,SSO,2,26,Biometric ZTA,20,4,4,300,317,5.67,1.33,29.93,4.93,8.79,8.12,3.83,4.54,No,0,0,0.5,"Biometric, Mobile App",No,Yes,Yes
P353,31,Banking,Admin,Large,6,Hybrid,Desktop,8.1,Biometric,7,29,Aggressive ZTA,42,49,18,300,1167,100.0,12.6,488.19,9.87,9.92,3.98,8.7,1.33,Yes,2,6,8.0,Password,No,Yes,No
P354,25,Insurance,Specialist,Medium,2,Home,Mobile,7.7,LDAP,6,14,Aggressive ZTA,40,48,9,300,727,100.0,6.0,463.75,8.34,9.92,2.23,7.24,1.64,Yes,1,1,8.0,"Password, Hardware Token",No,Yes,No
P354,25,Insurance,Specialist,Medium,2,Home,Mobile,7.7,LDAP,6,14,Biometric ZTA,34,8,5,300,334,11.33,2.83,52.56,3.71,8.65,7.38,2.61,4.93,No,0,1,4.0,"Mobile App, Email Link",No,Yes,Yes
P355,42,Healthcare,Admin,Medium,17,Home,Desktop,9.6,Password+Email,6,20,Aggressive ZTA,33,38,12,300,771,100.0,6.6,577.75,9.13,8.94,1.3,9.61,1.0,Yes,0,0,0.25,Password,No,Yes,No
P356,55,Manufacturing,Engineer,Medium,26,Hybrid,Laptop,8.0,Hardware Token,6,12,Traditional,6,1,12,300,296,-1.33,1.2,-6.41,3.48,4.71,7.9,2.82,4.08,No,0,0,1.0,"Email Link, Hardware Token",No,No,Yes
P356,55,Manufacturing,Engineer,Medium,26,Hybrid,Laptop,8.0,Hardware Token,6,12,Adaptive ZTA,10,6,7,300,322,7.33,1.17,35.25,4.78,7.74,7.95,4.14,4.19,No,0,0,4.0,"Password, Mobile App, Biometric",No,Yes,Yes
P357,36,Government,Specialist,Medium,10,Remote,Mobile,8.0,Biometric,6,23,Aggressive ZTA,31,48,19,300,1205,100.0,9.82,478.1,8.29,8.56,3.64,7.94,1.49,Yes,0,2,1.0,"SSO, Email Link",No,Yes,No
P357,36,Government,Specialist,Medium,10,Remote,Mobile,8.0,Biometric,6,23,Traditional,6,1,23,300,313,4.33,2.3,20.72,2.58,5.84,8.98,3.51,4.68,No,0,0,0.5,Hardware Token,No,No,Yes
P358,57,Tech,Developer,Large,3,Home,Laptop,8.5,Biometric,6,30,Adaptive ZTA,11,9,11,300,407,35.67,2.02,181.15,4.56,8.66,6.88,3.33,4.41,No,0,0,2.0,"Mobile App, Biometric",No,Yes,No
P359,30,Government,Admin,Enterprise,2,Office,Mobile,7.5,Hardware Token,8,12,Adaptive ZTA,9,10,5,300,357,19.0,0.75,85.16,3.3,8.41,7.56,3.57,4.78,No,0,0,0.5,Password,No,Yes,Yes
P359,30,Government,Admin,Enterprise,2,Office,Mobile,7.5,Hardware Token,8,12,Aggressive ZTA,42,32,18,300,868,100.0,12.6,448.21,7.8,8.3,3.44,9.2,1.19,No,2,1,0.25,"Email Link, Hardware Token, Biometric",No,Yes,No
P360,49,Healthcare,Specialist,Large,7,Remote,Mobile,8.8,Hardware Token,3,6,Adaptive ZTA,15,7,9,300,357,19.0,2.25,100.78,5.63,8.34,7.47,4.89,3.82,No,0,1,1.0,Hardware Token,No,Yes,Yes
P361,29,Government,Engineer,Enterprise,6,Office,Desktop,8.4,Password+Email,7,18,Traditional,7,3,18,300,359,19.67,2.1,99.05,3.41,5.55,7.97,3.61,4.12,No,0,0,8.0,Biometric,No,No,Yes
P361,29,Government,Engineer,Enterprise,6,Office,Desktop,8.4,Password+Email,7,18,Aggressive ZTA,39,33,16,300,821,100.0,10.4,503.65,9.67,9.57,1.18,9.32,1.0,No,1,2,2.0,"SSO, Email Link",No,Yes,No
P362,38,Banking,Support,Large,8,Hybrid,Tablet,8.2,SSO,7,6,Aggressive ZTA,54,45,9,300,724,100.0,8.1,493.77,8.83,8.26,2.62,9.85,1.0,No,0,3,24.0,"Mobile App, Email Link, Biometric",No,Yes,No
P363,63,Banking,Analyst,Medium,13,Remote,Desktop,7.9,Password+Email,8,22,Adaptive ZTA,13,11,8,300,403,34.33,1.73,162.13,5.2,8.88,6.11,3.06,4.18,No,0,0,24.0,"Biometric, Hardware Token",No,Yes,No
P364,40,Government,Developer,Medium,8,Office,Tablet,9.0,Password-only,4,28,Adaptive ZTA,9,6,6,300,348,16.0,0.9,86.07,5.17,8.52,7.25,3.04,4.39,No,0,0,8.0,"SSO, Hardware Token, Mobile App",No,Yes,Yes
P365,42,Manufacturing,Developer,Medium,15,Remote,Tablet,7.9,Password+Email,2,13,Aggressive ZTA,60,38,16,300,905,100.0,16.0,472.42,8.45,9.82,2.6,7.73,1.56,No,3,3,1.0,"Email Link, Biometric, SSO",No,Yes,No
P366,36,Banking,Engineer,Large,8,Office,Mobile,8.0,SSO,5,23,Traditional,5,3,23,300,359,19.67,1.92,94.37,2.42,5.88,8.19,2.17,4.87,No,0,0,4.0,"Password, Hardware Token, Biometric",No,No,Yes
P367,53,Government,Engineer,Medium,22,Hybrid,Tablet,9.6,LDAP,3,6,Aggressive ZTA,55,40,16,300,951,100.0,14.67,576.86,7.94,9.3,1.97,9.13,1.05,Yes,2,6,8.0,Biometric,No,Yes,No
P367,53,Government,Engineer,Medium,22,Hybrid,Tablet,9.6,LDAP,3,6,Adaptive ZTA,14,6,11,300,354,18.0,2.57,103.83,5.27,7.32,8.24,3.5,4.2,No,0,0,0.25,"SSO, Hardware Token",No,Yes,Yes
P368,62,Insurance,Manager,Large,36,Hybrid,Laptop,8.3,Password+SMS,5,5,Adaptive ZTA,13,10,7,300,359,19.67,1.52,98.02,3.87,8.37,8.41,5.86,4.26,No,0,1,2.0,"Hardware Token, Mobile App",No,Yes,Yes
P368,62,Insurance,Manager,Large,36,Hybrid,Laptop,8.3,Password+SMS,5,5,Biometric ZTA,24,3,5,300,295,-1.67,2.0,-8.31,2.95,7.36,8.41,3.98,4.71,No,1,0,8.0,Hardware Token,No,Yes,Yes
P369,28,Insurance,Executive,Small,5,Office,Mobile,8.9,Password+SMS,6,10,Adaptive ZTA,8,8,9,300,370,23.33,1.2,124.73,5.46,8.74,7.75,3.92,4.28,No,0,1,4.0,"Email Link, Hardware Token, Biometric",No,Yes,Yes
